,away_team,date,home_team,result,round,season,season_round,time,venue,match_datetime,home_score,away_score
7654,América,"sáb 10 de noviembre, 2007",Monterrey,0 - 1,jornada-37,apertura-2007,regular,17:00  Hrs.,Tecnológico,2007-11-10 17:00:00,0.0,1.0
7655,Club Querétaro,"sáb 10 de noviembre, 2007",Chivas,5 - 4,jornada-37,apertura-2007,regular,19:00  Hrs.,Jalisco,2007-11-10 19:00:00,5.0,4.0
7656,Puebla,"sáb 10 de noviembre, 2007",Atlante,4 - 0,jornada-37,apertura-2007,regular,20:30  Hrs.,Andrés Quintana Roo,2007-11-10 20:30:00,4.0,0.0
7657,Morelia,"dom 11 de noviembre, 2007",Toluca,2 - 0,jornada-37,apertura-2007,regular,12:00  Hrs.,Nemesio Díez Riega,2007-11-11 12:00:00,2.0,0.0
7658,Tigres,"dom 11 de noviembre, 2007",Necaxa,1 - 0,jornada-37,apertura-2007,regular,14:00  Hrs.,Victoria,2007-11-11 14:00:00,1.0,0.0
7659,Pumas,"dom 11 de noviembre, 2007",Pachuca,1 - 1,jornada-37,apertura-2007,regular,17:00  Hrs.,Hidalgo,2007-11-11 17:00:00,1.0,1.0
7660,Estudiantes,"vie 9 de noviembre, 2007",Veracruz,3 - 2,jornada-38,apertura-2007,regular,18:00  Hrs.,Luis Pirata Fuente,2007-11-09 18:00:00,3.0,2.0
7661,Santos,"sáb 10 de noviembre, 2007",Chiapas FC,2 - 2,jornada-38,apertura-2007,regular,17:00  Hrs.,Alfonso Lastras Ramírez,2007-11-10 17:00:00,2.0,2.0
7662,Atlas,"sáb 10 de noviembre, 2007",Cruz Azul,2 - 0,jornada-38,apertura-2007,regular,17:00  Hrs.,Azul,2007-11-10 17:00:00,2.0,0.0
7663,América,"sáb 10 de noviembre, 2007",Monterrey,0 - 1,jornada-38,apertura-2007,regular,17:00  Hrs.,Tecnológico,2007-11-10 17:00:00,0.0,1.0
7664,Club Querétaro,"sáb 10 de noviembre, 2007",Chivas,5 - 4,jornada-38,apertura-2007,regular,19:00  Hrs.,Jalisco,2007-11-10 19:00:00,5.0,4.0
7665,Puebla,"sáb 10 de noviembre, 2007",Atlante,4 - 0,jornada-38,apertura-2007,regular,20:30  Hrs.,Andrés Quintana Roo,2007-11-10 20:30:00,4.0,0.0
7666,Morelia,"dom 11 de noviembre, 2007",Toluca,2 - 0,jornada-38,apertura-2007,regular,12:00  Hrs.,Nemesio Díez Riega,2007-11-11 12:00:00,2.0,0.0
7667,Tigres,"dom 11 de noviembre, 2007",Necaxa,1 - 0,jornada-38,apertura-2007,regular,14:00  Hrs.,Victoria,2007-11-11 14:00:00,1.0,0.0
7668,Pumas,"dom 11 de noviembre, 2007",Pachuca,1 - 1,jornada-38,apertura-2007,regular,17:00  Hrs.,Hidalgo,2007-11-11 17:00:00,1.0,1.0
7669,Atlante,"mié 21 de noviembre, 2007",Cruz Azul,0 - 1,ida,apertura-2007,cuartos-de-final,19:00  Hrs.,Azul,2007-11-21 19:00:00,0.0,1.0
7670,Chivas,"mié 21 de noviembre, 2007",Chiapas FC,1 - 1,ida,apertura-2007,cuartos-de-final,21:00  Hrs.,Alfonso Lastras Ramírez,2007-11-21 21:00:00,1.0,1.0
7671,Santos,"jue 22 de noviembre, 2007",Morelia,0 - 2,ida,apertura-2007,cuartos-de-final,19:00  Hrs.,Morelos,2007-11-22 19:00:00,0.0,2.0
7672,Toluca,"jue 22 de noviembre, 2007",Pumas,2 - 0,ida,apertura-2007,cuartos-de-final,21:00  Hrs.,Olímpico de CU,2007-11-22 21:00:00,2.0,0.0
7673,Chiapas FC,"sáb 24 de noviembre, 2007",Chivas,1 - 0,vuelta,apertura-2007,cuartos-de-final,19:00  Hrs.,Jalisco,2007-11-24 19:00:00,1.0,0.0
7674,Cruz Azul,"sáb 24 de noviembre, 2007",Atlante,2 - 1,vuelta,apertura-2007,cuartos-de-final,21:00  Hrs.,Andrés Quintana Roo,2007-11-24 21:00:00,2.0,1.0
7675,Pumas,"dom 25 de noviembre, 2007",Toluca,1 - 1,vuelta,apertura-2007,cuartos-de-final,12:00  Hrs.,Nemesio Díez Riega,2007-11-25 12:00:00,1.0,1.0
7676,Morelia,"dom 25 de noviembre, 2007",Santos,3 - 2,vuelta,apertura-2007,cuartos-de-final,16:00  Hrs.,Corona,2007-11-25 16:00:00,3.0,2.0
7677,Atlante,"mié 28 de noviembre, 2007",Chivas,1 - 0,ida,apertura-2007,semifinales,21:00  Hrs.,Jalisco,2007-11-28 21:00:00,1.0,0.0
7678,Santos,"jue 29 de noviembre, 2007",Pumas,3 - 0,ida,apertura-2007,semifinales,21:00  Hrs.,Olímpico de CU,2007-11-29 21:00:00,3.0,0.0
7679,Chivas,"sáb 1 de diciembre, 2007",Atlante,1 - 0,vuelta,apertura-2007,semifinales,21:00  Hrs.,Andrés Quintana Roo,2007-12-01 21:00:00,1.0,0.0
7680,Pumas,"dom 2 de diciembre, 2007",Santos,4 - 2,vuelta,apertura-2007,semifinales,17:00  Hrs.,Corona,2007-12-02 17:00:00,4.0,2.0
7681,Pumas,"dom 9 de diciembre, 2007",Atlante,2 - 1,vuelta,apertura-2007,final,18:00  Hrs.,Andrés Quintana Roo,2007-12-09 18:00:00,2.0,1.0
7682,Atlante,"jue 6 de diciembre, 2007",Pumas,0 - 0,ida,apertura-2007,final,21:00  Hrs.,Olímpico de CU,2007-12-06 21:00:00,0.0,0.0
7683,Tigres,"vie 19 de enero, 2007",Estudiantes,2 - 1,jornada-1,clausura-2007,regular,20:30  Hrs.,Tres de Marzo,2007-01-19 20:30:00,2.0,1.0
7684,Veracruz,"sáb 20 de enero, 2007",Gallos Blancos,0 - 0,jornada-1,clausura-2007,regular,15:00  Hrs.,Corregidora,2007-01-20 15:00:00,0.0,0.0
7685,Pachuca,"sáb 20 de enero, 2007",Cruz Azul,3 - 2,jornada-1,clausura-2007,regular,17:00  Hrs.,Azul,2007-01-20 17:00:00,3.0,2.0
7686,Santos,"sáb 20 de enero, 2007",Monterrey,1 - 0,jornada-1,clausura-2007,regular,17:00  Hrs.,Tecnológico,2007-01-20 17:00:00,1.0,0.0
7687,Atlante,"sáb 20 de enero, 2007",Morelia,3 - 1,jornada-1,clausura-2007,regular,19:00  Hrs.,Morelos,2007-01-20 19:00:00,3.0,1.0
7688,Toluca,"sáb 20 de enero, 2007",Chivas,1 - 1,jornada-1,clausura-2007,regular,19:00  Hrs.,Jalisco,2007-01-20 19:00:00,1.0,1.0
7689,Club Querétaro,"sáb 20 de enero, 2007",Necaxa,3 - 1,jornada-1,clausura-2007,regular,20:30  Hrs.,Victoria,2007-01-20 20:30:00,3.0,1.0
7690,Atlas,"dom 21 de enero, 2007",Pumas,0 - 0,jornada-1,clausura-2007,regular,12:00  Hrs.,Ciudad Universitaria,2007-01-21 12:00:00,0.0,0.0
7691,Chiapas FC,"dom 21 de enero, 2007",América,4 - 1,jornada-1,clausura-2007,regular,16:00  Hrs.,Azteca,2007-01-21 16:00:00,4.0,1.0
7692,Morelia,"sáb 27 de enero, 2007",Chiapas FC,1 - 2,jornada-2,clausura-2007,regular,15:00  Hrs.,Alfonso Lastras Ramírez,2007-01-27 15:00:00,1.0,2.0
7693,Gallos Blancos,"sáb 27 de enero, 2007",Club Querétaro,2 - 0,jornada-2,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-01-27 15:00:00,2.0,0.0
7694,Pumas,"sáb 27 de enero, 2007",Veracruz,2 - 1,jornada-2,clausura-2007,regular,17:00  Hrs.,Luis Pirata Fuente,2007-01-27 17:00:00,2.0,1.0
7695,Cruz Azul,"sáb 27 de enero, 2007",Atlante,1 - 0,jornada-2,clausura-2007,regular,17:00  Hrs.,Azteca,2007-01-27 17:00:00,1.0,0.0
7696,Monterrey,"sáb 27 de enero, 2007",Pachuca,4 - 0,jornada-2,clausura-2007,regular,19:00  Hrs.,Hidalgo,2007-01-27 19:00:00,4.0,0.0
7697,América,"sáb 27 de enero, 2007",Tigres,1 - 0,jornada-2,clausura-2007,regular,19:00  Hrs.,Universitario,2007-01-27 19:00:00,1.0,0.0
7698,Estudiantes,"sáb 27 de enero, 2007",Atlas,4 - 1,jornada-2,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-01-27 20:45:00,4.0,1.0
7699,Necaxa,"dom 28 de enero, 2007",Toluca,1 - 1,jornada-2,clausura-2007,regular,12:00  Hrs.,Nemesio Díez Riega,2007-01-28 12:00:00,1.0,1.0
7700,Chivas,"dom 28 de enero, 2007",Santos,2 - 3,jornada-2,clausura-2007,regular,20:00  Hrs.,Corona,2007-01-28 20:00:00,2.0,3.0
7701,Atlante,"sáb 3 de febrero, 2007",Chiapas FC,3 - 0,jornada-3,clausura-2007,regular,15:00  Hrs.,Alfonso Lastras Ramírez,2007-02-03 15:00:00,3.0,0.0
7702,Pachuca,"sáb 3 de febrero, 2007",Chivas,0 - 1,jornada-3,clausura-2007,regular,17:00  Hrs.,Jalisco,2007-02-03 17:00:00,0.0,1.0
7703,Cruz Azul,"sáb 3 de febrero, 2007",Monterrey,1 - 2,jornada-3,clausura-2007,regular,17:00  Hrs.,Tecnológico,2007-02-03 17:00:00,1.0,2.0
7704,Toluca,"sáb 3 de febrero, 2007",Gallos Blancos,0 - 0,jornada-3,clausura-2007,regular,17:00  Hrs.,Corregidora,2007-02-03 17:00:00,0.0,0.0
7705,Tigres,"sáb 3 de febrero, 2007",Morelia,0 - 0,jornada-3,clausura-2007,regular,19:00  Hrs.,Morelos,2007-02-03 19:00:00,0.0,0.0
7706,Santos,"sáb 3 de febrero, 2007",Necaxa,1 - 0,jornada-3,clausura-2007,regular,20:30  Hrs.,Victoria,2007-02-03 20:30:00,1.0,0.0
7707,Club Querétaro,"dom 4 de febrero, 2007",Pumas,2 - 0,jornada-3,clausura-2007,regular,12:00  Hrs.,Ciudad Universitaria,2007-02-04 12:00:00,2.0,0.0
7708,Atlas,"dom 4 de febrero, 2007",América,0 - 1,jornada-3,clausura-2007,regular,15:00  Hrs.,Azteca,2007-02-04 15:00:00,0.0,1.0
7709,Veracruz,"dom 4 de febrero, 2007",Estudiantes,3 - 0,jornada-3,clausura-2007,regular,16:00  Hrs.,Tres de Marzo,2007-02-04 16:00:00,3.0,0.0
7710,Estudiantes,"sáb 10 de febrero, 2007",Club Querétaro,1 - 1,jornada-4,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-02-10 15:00:00,1.0,1.0
7711,Chivas,"sáb 10 de febrero, 2007",Cruz Azul,1 - 2,jornada-4,clausura-2007,regular,17:00  Hrs.,Azul,2007-02-10 17:00:00,1.0,2.0
7712,Monterrey,"sáb 10 de febrero, 2007",Atlante,2 - 0,jornada-4,clausura-2007,regular,17:00  Hrs.,Azteca,2007-02-10 17:00:00,2.0,0.0
7713,Chiapas FC,"sáb 10 de febrero, 2007",Tigres,1 - 1,jornada-4,clausura-2007,regular,19:00  Hrs.,Universitario,2007-02-10 19:00:00,1.0,1.0
7714,Necaxa,"sáb 10 de febrero, 2007",Pachuca,1 - 1,jornada-4,clausura-2007,regular,19:00  Hrs.,Hidalgo,2007-02-10 19:00:00,1.0,1.0
7715,América,"sáb 10 de febrero, 2007",Veracruz,2 - 4,jornada-4,clausura-2007,regular,19:00  Hrs.,Luis Pirata Fuente,2007-02-10 19:00:00,2.0,4.0
7716,Morelia,"sáb 10 de febrero, 2007",Atlas,2 - 0,jornada-4,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-02-10 20:45:00,2.0,0.0
7717,Pumas,"dom 11 de febrero, 2007",Toluca,2 - 2,jornada-4,clausura-2007,regular,12:00  Hrs.,Nemesio Díez Riega,2007-02-11 12:00:00,2.0,2.0
7718,Gallos Blancos,"dom 11 de febrero, 2007",Santos,0 - 0,jornada-4,clausura-2007,regular,16:00  Hrs.,Corona,2007-02-11 16:00:00,0.0,0.0
7719,Toluca,"mié 14 de febrero, 2007",Estudiantes,0 - 0,jornada-5,clausura-2007,regular,19:00  Hrs.,Tres de Marzo,2007-02-14 19:00:00,0.0,0.0
7720,Club Querétaro,"mié 14 de febrero, 2007",América,4 - 1,jornada-5,clausura-2007,regular,20:00  Hrs.,Azteca,2007-02-14 20:00:00,4.0,1.0
7721,Atlas,"mié 14 de febrero, 2007",Chiapas FC,1 - 0,jornada-5,clausura-2007,regular,20:30  Hrs.,Alfonso Lastras Ramírez,2007-02-14 20:30:00,1.0,0.0
7722,Cruz Azul,"mié 14 de febrero, 2007",Necaxa,0 - 2,jornada-5,clausura-2007,regular,20:30  Hrs.,Victoria,2007-02-14 20:30:00,0.0,2.0
7723,Pachuca,"mié 14 de febrero, 2007",Gallos Blancos,0 - 0,jornada-5,clausura-2007,regular,20:30  Hrs.,Corregidora,2007-02-14 20:30:00,0.0,0.0
7724,Atlante,"mié 14 de febrero, 2007",Tigres,1 - 0,jornada-5,clausura-2007,regular,20:45  Hrs.,Universitario,2007-02-14 20:45:00,1.0,0.0
7725,Veracruz,"mié 14 de febrero, 2007",Morelia,5 - 0,jornada-5,clausura-2007,regular,21:00  Hrs.,Morelos,2007-02-14 21:00:00,5.0,0.0
7726,Santos,"mié 14 de febrero, 2007",Pumas,2 - 1,jornada-5,clausura-2007,regular,21:00  Hrs.,Ciudad Universitaria,2007-02-14 21:00:00,2.0,1.0
7727,Monterrey,"mié 21 de febrero, 2007",Chivas,1 - 1,jornada-5,clausura-2007,regular,20:00  Hrs.,Jalisco,2007-02-21 20:00:00,1.0,1.0
7728,Chiapas FC,"sáb 17 de febrero, 2007",Veracruz,2 - 1,jornada-6,clausura-2007,regular,15:00  Hrs.,Luis Pirata Fuente,2007-02-17 15:00:00,2.0,1.0
7729,Morelia,"sáb 17 de febrero, 2007",Club Querétaro,2 - 1,jornada-6,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-02-17 15:00:00,2.0,1.0
7730,Necaxa,"sáb 17 de febrero, 2007",Monterrey,2 - 2,jornada-6,clausura-2007,regular,17:00  Hrs.,Tecnológico,2007-02-17 17:00:00,2.0,2.0
7731,Chivas,"sáb 17 de febrero, 2007",Atlante,0 - 3,jornada-6,clausura-2007,regular,17:00  Hrs.,Azteca,2007-02-17 17:00:00,0.0,3.0
7732,Gallos Blancos,"sáb 17 de febrero, 2007",Cruz Azul,0 - 0,jornada-6,clausura-2007,regular,17:00  Hrs.,Azul,2007-02-17 17:00:00,0.0,0.0
7733,Pumas,"sáb 17 de febrero, 2007",Pachuca,0 - 0,jornada-6,clausura-2007,regular,19:00  Hrs.,Hidalgo,2007-02-17 19:00:00,0.0,0.0
7734,Tigres,"sáb 17 de febrero, 2007",Atlas,2 - 0,jornada-6,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-02-17 20:45:00,2.0,0.0
7735,América,"sáb 17 de febrero, 2007",Toluca,2 - 2,jornada-6,clausura-2007,regular,21:00  Hrs.,Nemesio Díez Riega,2007-02-17 21:00:00,2.0,2.0
7736,Estudiantes,"dom 18 de febrero, 2007",Santos,1 - 1,jornada-6,clausura-2007,regular,16:00  Hrs.,Corona,2007-02-18 16:00:00,1.0,1.0
7737,Club Querétaro,"sáb 24 de febrero, 2007",Chiapas FC,1 - 0,jornada-7,clausura-2007,regular,17:00  Hrs.,Alfonso Lastras Ramírez,2007-02-24 17:00:00,1.0,0.0
7738,Toluca,"sáb 24 de febrero, 2007",Morelia,2 - 1,jornada-7,clausura-2007,regular,19:00  Hrs.,Morelos,2007-02-24 19:00:00,2.0,1.0
7739,Chivas,"sáb 24 de febrero, 2007",Necaxa,2 - 4,jornada-7,clausura-2007,regular,19:00  Hrs.,Victoria,2007-02-24 19:00:00,2.0,4.0
7740,Veracruz,"sáb 24 de febrero, 2007",Tigres,1 - 0,jornada-7,clausura-2007,regular,19:00  Hrs.,Universitario,2007-02-24 19:00:00,1.0,0.0
7741,Monterrey,"sáb 24 de febrero, 2007",Gallos Blancos,2 - 1,jornada-7,clausura-2007,regular,20:00  Hrs.,Corregidora,2007-02-24 20:00:00,2.0,1.0
7742,Atlante,"sáb 24 de febrero, 2007",Atlas,1 - 1,jornada-7,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-02-24 20:45:00,1.0,1.0
7743,Cruz Azul,"dom 25 de febrero, 2007",Pumas,0 - 1,jornada-7,clausura-2007,regular,12:00  Hrs.,Ciudad Universitaria,2007-02-25 12:00:00,0.0,1.0
7744,Pachuca,"dom 25 de febrero, 2007",Estudiantes,3 - 4,jornada-7,clausura-2007,regular,16:00  Hrs.,Tres de Marzo,2007-02-25 16:00:00,3.0,4.0
7745,Santos,"dom 25 de febrero, 2007",América,2 - 0,jornada-7,clausura-2007,regular,16:00  Hrs.,Azteca,2007-02-25 16:00:00,2.0,0.0
7746,Tigres,"sáb 3 de marzo, 2007",Club Querétaro,2 - 3,jornada-8,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-03-03 15:00:00,2.0,3.0
7747,Necaxa,"sáb 3 de marzo, 2007",Atlante,3 - 0,jornada-8,clausura-2007,regular,17:00  Hrs.,Azteca,2007-03-03 17:00:00,3.0,0.0
7748,Atlas,"sáb 3 de marzo, 2007",Veracruz,0 - 1,jornada-8,clausura-2007,regular,17:00  Hrs.,Luis Pirata Fuente,2007-03-03 17:00:00,0.0,1.0
7749,Estudiantes,"sáb 3 de marzo, 2007",Cruz Azul,1 - 0,jornada-8,clausura-2007,regular,17:00  Hrs.,Azul,2007-03-03 17:00:00,1.0,0.0
7750,Pumas,"sáb 3 de marzo, 2007",Monterrey,0 - 1,jornada-8,clausura-2007,regular,17:00  Hrs.,Tecnológico,2007-03-03 17:00:00,0.0,1.0
7751,Gallos Blancos,"sáb 3 de marzo, 2007",Chivas,2 - 0,jornada-8,clausura-2007,regular,19:00  Hrs.,Jalisco,2007-03-03 19:00:00,2.0,0.0
7752,Chiapas FC,"dom 4 de marzo, 2007",Toluca,1 - 1,jornada-8,clausura-2007,regular,12:00  Hrs.,Nemesio Díez Riega,2007-03-04 12:00:00,1.0,1.0
7753,Morelia,"dom 4 de marzo, 2007",Santos,2 - 1,jornada-8,clausura-2007,regular,15:00  Hrs.,Corona,2007-03-04 15:00:00,2.0,1.0
7754,América,"dom 4 de marzo, 2007",Pachuca,1 - 0,jornada-8,clausura-2007,regular,17:00  Hrs.,Hidalgo,2007-03-04 17:00:00,1.0,0.0
7755,Monterrey,"vie 9 de marzo, 2007",Estudiantes,2 - 0,jornada-9,clausura-2007,regular,20:30  Hrs.,Tres de Marzo,2007-03-09 20:30:00,2.0,0.0
7756,Atlante,"sáb 10 de marzo, 2007",Veracruz,0 - 1,jornada-9,clausura-2007,regular,17:00  Hrs.,Luis Pirata Fuente,2007-03-10 17:00:00,0.0,1.0
7757,Santos,"sáb 10 de marzo, 2007",Chiapas FC,2 - 3,jornada-9,clausura-2007,regular,17:00  Hrs.,Alfonso Lastras Ramírez,2007-03-10 17:00:00,2.0,3.0
7758,Pachuca,"sáb 10 de marzo, 2007",Morelia,0 - 1,jornada-9,clausura-2007,regular,19:00  Hrs.,Morelos,2007-03-10 19:00:00,0.0,1.0
7759,Toluca,"sáb 10 de marzo, 2007",Tigres,0 - 2,jornada-9,clausura-2007,regular,19:00  Hrs.,Universitario,2007-03-10 19:00:00,0.0,2.0
7760,Necaxa,"sáb 10 de marzo, 2007",Gallos Blancos,2 - 0,jornada-9,clausura-2007,regular,20:00  Hrs.,Corregidora,2007-03-10 20:00:00,2.0,0.0
7761,Club Querétaro,"sáb 10 de marzo, 2007",Atlas,0 - 1,jornada-9,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-03-10 20:45:00,0.0,1.0
7762,Chivas,"dom 11 de marzo, 2007",Pumas,0 - 0,jornada-9,clausura-2007,regular,12:00  Hrs.,Ciudad Universitaria,2007-03-11 12:00:00,0.0,0.0
7763,Cruz Azul,"dom 11 de marzo, 2007",América,0 - 0,jornada-9,clausura-2007,regular,20:00  Hrs.,Azteca,2007-03-11 20:00:00,0.0,0.0
7764,Veracruz,"mié 14 de marzo, 2007",Club Querétaro,0 - 2,jornada-10,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-03-14 15:00:00,0.0,2.0
7765,Gallos Blancos,"mié 14 de marzo, 2007",Atlante,3 - 1,jornada-10,clausura-2007,regular,17:00  Hrs.,Azteca,2007-03-14 17:00:00,3.0,1.0
7766,Tigres,"mié 14 de marzo, 2007",Santos,0 - 1,jornada-10,clausura-2007,regular,19:00  Hrs.,Corona,2007-03-14 19:00:00,0.0,1.0
7767,América,"mié 14 de marzo, 2007",Monterrey,1 - 0,jornada-10,clausura-2007,regular,20:00  Hrs.,Tecnológico,2007-03-14 20:00:00,1.0,0.0
7768,Pumas,"mié 14 de marzo, 2007",Necaxa,1 - 1,jornada-10,clausura-2007,regular,20:30  Hrs.,Victoria,2007-03-14 20:30:00,1.0,1.0
7769,Morelia,"mié 14 de marzo, 2007",Cruz Azul,3 - 2,jornada-10,clausura-2007,regular,21:00  Hrs.,Azul,2007-03-14 21:00:00,3.0,2.0
7770,Chiapas FC,"mié 21 de marzo, 2007",Pachuca,3 - 0,jornada-10,clausura-2007,regular,20:00  Hrs.,Hidalgo,2007-03-21 20:00:00,3.0,0.0
7771,Atlas,"mié 4 de abril, 2007",Toluca,0 - 0,jornada-10,clausura-2007,regular,20:00  Hrs.,Nemesio Díez Riega,2007-04-04 20:00:00,0.0,0.0
7772,Estudiantes,"mié 11 de abril, 2007",Chivas,2 - 2,jornada-10,clausura-2007,regular,20:45  Hrs.,Jalisco,2007-04-11 20:45:00,2.0,2.0
7773,Atlante,"sáb 17 de marzo, 2007",Club Querétaro,2 - 1,jornada-11,clausura-2007,regular,15:00  Hrs.,Víctor Manuel Reyna,2007-03-17 15:00:00,2.0,1.0
